terms,Id,tf_idf
hp,224,2.8622167538193666
prestige,225,5.5254529391317835
pc,241,0.5782024375992445
stand,249,3.733693469903729
chrome,3,5.5254529391317835
ddr4,14,2.0597170363320574
argento,30,2.886395609516525
notebook,32,1.0145934326149337
casa,44,3.733693469903729
hp,63,1.4311083769096833
portatile,67,1.1392517630610464
14,73,3.4825266104270454
12,77,3.733693469903729
ghz,79,2.6350811812356194
wifi,79,1.7412633052135227
i5,83,1.811880872427476
756,85,4.832305758571839
5.0,87,4.426840650463674
95,92,5.5254529391317835
ram,93,0.8249725733393676
finger,95,5.5254529391317835
32,105,3.5795427900764705
n95,108,3.446011397451948
hp,110,1.4311083769096833
11,113,1.276957697082425
altoparlanti,122,3.446011397451948
8300,136,4.832305758571839
3,140,2.0914657346466377
kroser,143,4.832305758571839
port,153,3.9160150266976834
alluminio,162,3.9160150266976834
mano,173,4.426840650463674
lavabile,175,4.426840650463674
windows,179,1.4479154952260644
x,182,2.480930501408361
ipad,185,4.139158578011894
italiano,227,3.733693469903729
caricatore,244,3.446011397451948
pcg,244,13.280521951391023
6,10,1.4650099285853646
11,42,1.276957697082425
disco,44,4.832305758571839
ghz,60,2.6350811812356194
anni,79,4.426840650463674
espandibile,84,3.733693469903729
pc,85,0.19273414586641485
12500h,89,5.5254529391317835
pcle3.0,114,5.5254529391317835
4k,116,3.0405462893437836
pro,119,1.1434263044579023
ally,127,5.5254529391317835
mouse,138,1.8878667794053983
soundbar,168,4.832305758571839
a1706,183,5.5254529391317835
16,200,1.9990924145156226
chromebook,207,3.1275576663334133
scrivania,211,3.5795427900764705
8gb,212,2.0597170363320574
730,219,4.832305758571839
m1,222,7.159085580152941
x,235,2.480930501408361
1tb,236,2.229616073127455
samsung,3,3.446011397451948
chromebook,3,3.1275576663334133
raffreddamento,23,3.5795427900764705
dimensione,41,4.832305758571839
home,46,2.5810139599653437
metallo,48,4.832305758571839
windows,52,1.4479154952260644
pro,55,1.1434263044579023
pc,57,0.19273414586641485
operativo,61,4.139158578011894
gb,62,2.6118904679113544
4300u,75,5.5254529391317835
2.4,76,4.139158578011894
macbook,82,2.229616073127455
8gb,91,2.0597170363320574
pro,91,1.1434263044579023
pro,96,1.1434263044579023
pc,144,0.5782024375992445
keyboard,170,4.832305758571839
pc,179,0.19273414586641485
lavabile,193,4.426840650463674
3.0,210,2.960503581670247
fino,214,1.8618912930021374
4.00ghz,231,5.5254529391317835
laptop,233,0.7805208107685337
computer,245,0.6201781606933544
pacchetto,2,3.2228678461377385
6,7,1.4650099285853646
card,7,4.139158578011894
x,19,4.961861002816722
kompanio,27,5.5254529391317835
ips,29,3.1275576663334133
intel,33,2.051286537603038
windows,55,1.4479154952260644
computer,59,0.6201781606933544
intel,61,1.025643268801519
chromeos,62,4.139158578011894
6gb,65,3.733693469903729
libre,70,2.6922395950755678
to,77,3.733693469903729
8,79,2.5810139599653437
11,79,1.276957697082425
inch,81,4.426840650463674
ram,84,0.8249725733393676
256,110,3.3282283617955644
ssd,117,0.6579184886762015
s12,120,5.5254529391317835
bt,140,3.733693469903729
pro,151,1.1434263044579023
g4,190,5.5254529391317835
notebook,197,1.0145934326149337
plug,221,3.9160150266976834
512,235,3.1275576663334133
pc,245,0.19273414586641485
10,161,2.434410485773468
11,7,1.276957697082425
ram,12,0.8249725733393676
11,24,1.276957697082425
256gb,26,2.267356401110302
14,27,1.7412633052135227
n97,36,3.733693469903729
pro,38,1.1434263044579023
altoparlanti,39,3.446011397451948
ingresso,42,4.832305758571839
rw,44,4.426840650463674
6ghz,48,4.832305758571839
i3,55,3.5795427900764705
16gb,61,1.6134299337036377
8gb,63,2.0597170363320574
digitale,78,4.426840650463674
portatile,84,0.5696258815305232
sff,91,3.446011397451948
intel,101,1.025643268801519
m.2,105,3.0405462893437836
alder,108,3.9160150266976834
ram,111,0.8249725733393676
computer,154,0.6201781606933544
and,174,3.9160150266976834
notebook,176,1.0145934326149337
ergonomico,181,3.9160150266976834
borsa,189,1.5001012483966345
confortevole,191,4.832305758571839
i7,236,2.347399108783838
macbook,242,2.229616073127455
8gb,246,2.0597170363320574
365,16,4.139158578011894
128,17,4.139158578011894
supporta,22,3.733693469903729
notebook,23,1.0145934326149337
ram,34,0.8249725733393676
grigio,36,3.446011397451948
ddr4,43,2.0597170363320574
grafica,46,3.446011397451948
lan,61,3.9160150266976834
pc,62,0.19273414586641485
11,73,1.276957697082425
wuxga,103,5.5254529391317835
t8plus,116,5.5254529391317835
laptop,123,1.5610416215370675
pc,130,0.3854682917328297
25l,145,5.5254529391317835
jack,169,5.5254529391317835
6,175,1.4650099285853646
tecknet,181,5.5254529391317835
4.5,190,4.832305758571839
lenovo,199,2.0914657346466377
pratico,210,5.5254529391317835
ssd,219,0.6579184886762015
16,220,1.9990924145156226
monitor,239,2.480930501408361
go,3,4.139158578011894
italiana,13,3.0405462893437836
to,28,3.733693469903729
ssd,39,0.6579184886762015
hd,71,2.15815710914531
retina,81,4.426840650463674
ssd,111,0.6579184886762015
ntel,116,3.9160150266976834
16gb,116,1.6134299337036377
m.2,116,3.0405462893437836
8300,138,4.832305758571839
portatile,144,0.5696258815305232
2021,176,3.446011397451948
porta,177,3.723782586004275
esterna,179,5.5254529391317835
plug,181,3.9160150266976834
adlx65clge2a,195,5.5254529391317835
micro,211,3.733693469903729
notebook,215,1.0145934326149337
mouse,218,1.8878667794053983
valukeyboard,227,5.5254529391317835
15.6,77,1.8365734850178477
pro,2,1.1434263044579023
display,30,1.7877833208484155
ram,32,0.8249725733393676
libre,37,2.6922395950755678
hdmi,39,1.8365734850178477
5g,41,2.752864216892003
11,58,1.276957697082425
fino,65,1.8618912930021374
5g,66,2.752864216892003
pollici,84,1.0595448204772002
10,88,2.434410485773468
libre,93,2.6922395950755678
layout,94,3.2228678461377385
16gb,108,1.6134299337036377
libre,109,2.6922395950755678
16,113,1.9990924145156226
pollici,129,2.1190896409544004
portatile,132,1.1392517630610464
ergonomico,151,3.9160150266976834
pc,155,0.19273414586641485
tablet,158,3.2228678461377385
design,191,4.139158578011894
porta,197,1.8618912930021374
3.5mm,201,5.5254529391317835
tqq,207,5.5254529391317835
autoadesivo,208,4.832305758571839
fili,229,3.9160150266976834
premium,248,4.426840650463674
256gb,7,2.267356401110302
anno,21,4.832305758571839
pc,28,0.19273414586641485
batteria,29,4.139158578011894
usb,34,1.3357981971053583
computer,34,0.6201781606933544
ssd,41,0.6579184886762015
hdd,44,4.139158578011894
iris,46,3.733693469903729
win,50,2.1932484289565797
pc,64,0.3854682917328297
desktop,64,1.8618912930021374
windows,72,1.4479154952260644
4,86,2.434410485773468
hp,89,1.4311083769096833
13th,98,4.832305758571839
nq100,135,5.5254529391317835
computer,137,0.6201781606933544
n3350,139,5.5254529391317835
uffico,145,5.5254529391317835
tracolla,158,3.2228678461377385
regolabile,161,3.5795427900764705
casse,169,4.832305758571839
senza,170,3.3282283617955644
6,181,1.4650099285853646
custodia,189,2.229616073127455
proteggi,197,5.5254529391317835
protettiva,199,3.446011397451948
wireless,207,2.6350811812356194
usb3.0,214,3.733693469903729
colore,217,3.733693469903729
kvm,218,11.74804508009305
colour,243,5.5254529391317835
71211m,244,5.5254529391317835
hdmi,12,1.8365734850178477
6,19,1.4650099285853646
5g,23,2.752864216892003
wifi,24,1.7412633052135227
computer,29,0.6201781606933544
1080,32,3.9160150266976834
intel,40,1.025643268801519
fhd,46,2.1932484289565797
portatile,48,1.1392517630610464
pcie,56,3.446011397451948
wozifan,57,5.5254529391317835
8gb,58,2.0597170363320574
libre,61,2.6922395950755678
silver,62,4.139158578011894
ram,64,0.8249725733393676
ssd,82,0.6579184886762015
windows,89,1.4479154952260644
240gb,91,3.446011397451948
ssd,101,0.6579184886762015
vesa,105,4.426840650463674
pc,107,0.3854682917328297
sata,108,4.832305758571839
dual,116,2.817402738029574
13,131,2.480930501408361
lexar,135,5.5254529391317835
mini,140,3.829070052975119
impermeabile,153,2.6350811812356194
porta,157,1.8618912930021374
usb,174,1.3357981971053583
13,176,4.961861002816722
65w,192,4.832305758571839
trust,201,3.3282283617955644
svasata,202,5.5254529391317835
scrivania,208,3.5795427900764705
4800,229,5.5254529391317835
luce,233,3.9160150266976834
computer,238,0.6201781606933544
estensioni,9,4.426840650463674
core,20,1.4824016712972337
ram,21,0.8249725733393676
amd,24,4.426840650463674
15.6,36,1.8365734850178477
hp,37,1.4311083769096833
ssd,42,0.6579184886762015
usb,42,1.3357981971053583
pcie,46,3.446011397451948
6,47,1.4650099285853646
retroilluminata,47,3.733693469903729
acemagic,48,4.139158578011894
monitor,61,2.480930501408361
2014hf,63,5.5254529391317835
notebook,68,1.0145934326149337
b13vfk,94,5.5254529391317835
fino,108,1.8618912930021374
computer,108,0.6201781606933544
mb,135,5.5254529391317835
15.6,157,1.8365734850178477
golf,165,5.5254529391317835
porta,167,1.8618912930021374
portatile,184,0.5696258815305232
macbook,189,2.229616073127455
470,190,5.5254529391317835
grandezza,191,5.5254529391317835
7,207,3.3282283617955644
hub,210,4.832305758571839
windows,211,1.4479154952260644
14evo,225,5.5254529391317835
retina,230,4.426840650463674
14,247,1.7412633052135227
subwoofer,248,5.5254529391317835
supporto,249,2.3899587232026342
nvme,11,3.446011397451948
1920,21,3.3282283617955644
240,25,3.5795427900764705
i7,38,2.347399108783838
computer,38,0.6201781606933544
cpu,40,2.6922395950755678
intel,44,1.025643268801519
fino,48,1.8618912930021374
11,49,1.276957697082425
fisso,51,2.6922395950755678
iris,90,3.733693469903729
gigabit,92,4.426840650463674
gaming,114,2.5810139599653437
simon,126,5.5254529391317835
pollici,126,1.0595448204772002
chip,141,4.426840650463674
pieghevole,162,4.139158578011894
schizzi,170,4.832305758571839
laptop,174,0.7805208107685337
1.5m,181,5.5254529391317835
acer,194,3.2228678461377385
desktop,212,1.8618912930021374
14,221,1.7412633052135227
type,221,3.733693469903729
studia,251,5.5254529391317835
1920,12,3.3282283617955644
portatile,40,0.5696258815305232
ghz,50,2.6350811812356194
pc,54,0.19273414586641485
3.0,59,2.960503581670247
ingresso,61,4.832305758571839
2,69,1.9701048776423702
pc,77,0.3854682917328297
11,80,1.276957697082425
grafica,83,3.446011397451948
gb,107,2.6118904679113544
fino,116,1.8618912930021374
10,118,2.434410485773468
desktop,119,1.8618912930021374
portoghese,141,5.5254529391317835
donne,143,4.832305758571839
computer,152,0.6201781606933544
tracolla,164,3.2228678461377385
2,172,1.9701048776423702
play,181,3.9160150266976834
cellulare,186,5.5254529391317835
tessuto,193,4.139158578011894
new,203,5.5254529391317835
xbox,204,4.832305758571839
ssd,213,0.6579184886762015
vistaprotect,233,5.5254529391317835
porta,250,1.8618912930021374
wi,15,2.6350811812356194
fili,32,3.9160150266976834
maxlegen,41,5.5254529391317835
b086zrtqh5,46,5.5254529391317835
11,46,1.276957697082425
hdmi,53,1.8365734850178477
lcd,62,4.139158578011894
type,67,3.733693469903729
sff,72,3.446011397451948
inclusi,89,4.832305758571839
1tb,98,2.229616073127455
2,99,1.9701048776423702
integrata,103,4.832305758571839
3.4ghz,108,4.139158578011894
win,111,2.1932484289565797
a8,117,5.5254529391317835
4k,127,3.0405462893437836
docking,127,5.5254529391317835
zaino,132,5.791661980904258
adatto,150,4.832305758571839
porta,162,3.723782586004275
altezza,162,5.5254529391317835
resistente,170,4.139158578011894
zaino,173,4.343746485678193
aereo,173,5.5254529391317835
cavo,210,3.1275576663334133
ssd,212,0.6579184886762015
intel,225,2.051286537603038
2023,226,4.426840650463674
i5,234,1.811880872427476
confortevole,245,4.832305758571839
3460,247,5.5254529391317835
up,6,4.139158578011894
250,11,3.2228678461377385
lettore,17,3.733693469903729
vga,19,3.1275576663334133
5305u,21,4.832305758571839
16gb,42,1.6134299337036377
core,53,1.4824016712972337
computer,57,0.6201781606933544
type_c,66,4.832305758571839
gb,68,2.6118904679113544
scheda,74,6.445735692275477
2tb,77,4.832305758571839
12th,85,4.139158578011894
desktop,110,3.723782586004275
probook,117,3.9160150266976834
ups,121,5.5254529391317835
8,138,2.5810139599653437
dual,139,5.634805476059148
usb,153,1.3357981971053583
pollici,185,1.0595448204772002
850,196,4.426840650463674
mac,201,2.886395609516525
microricevitore,205,5.5254529391317835
ricondizionato,211,1.7642528234382215
tastiera,223,1.8618912930021374
tv,228,4.426840650463674
pro,231,1.1434263044579023
upgrade,246,5.5254529391317835
intel,15,2.051286537603038
fisso,19,2.6922395950755678
notodd,23,4.426840650463674
16gb,24,1.6134299337036377
10,29,2.434410485773468
cx1400cka,33,5.5254529391317835
15,46,3.148418441100713
ram,51,0.8249725733393676
m8183,62,5.5254529391317835
fhd,62,2.1932484289565797
3,68,2.0914657346466377
pc,72,0.19273414586641485
tipo,77,3.5795427900764705
2256,80,5.5254529391317835
computer,85,0.6201781606933544
intel,93,1.025643268801519
ram,104,0.8249725733393676
pro,111,1.1434263044579023
pd,127,5.5254529391317835
viaggio,144,2.752864216892003
pollici,152,1.0595448204772002
compatibile,172,2.529720665577793
cavo,181,3.1275576663334133
2018,183,5.5254529391317835
pc,206,0.19273414586641485
cavi,208,3.733693469903729
tv,208,4.426840650463674
ps5,210,5.5254529391317835
nvidia,215,4.139158578011894
gaming,220,2.5810139599653437
uomo,238,2.3899587232026342
supporta,241,3.733693469903729
3558,247,5.5254529391317835
n5095,23,3.733693469903729
lenovo,27,2.0914657346466377
12,29,3.733693469903729
emmc,33,3.3282283617955644
uso,37,2.347399108783838
full,48,2.960503581670247
hd,55,2.15815710914531
pacchetto,71,3.2228678461377385
pc,78,0.19273414586641485
cpu,78,2.6922395950755678
m.2,79,3.0405462893437836
laptop,102,0.7805208107685337
hdmi,108,1.8365734850178477
pc,109,0.19273414586641485
bt4.2,112,4.139158578011894
lpddr5,116,4.426840650463674
tipo,118,3.5795427900764705
lan,120,3.9160150266976834
epyc,121,5.5254529391317835
lega,123,5.5254529391317835
intel,137,1.025643268801519
4k,139,3.0405462893437836
antifurto,149,3.3282283617955644
nero,158,1.6968115426426889
handle,160,5.5254529391317835
play,174,3.9160150266976834
masterizzatore,179,4.139158578011894
pi,204,5.5254529391317835
1.8,206,5.5254529391317835
ricevitore,207,4.426840650463674
supporto,209,2.3899587232026342
lenovo,224,2.0914657346466377
laptop,247,0.7805208107685337
computer,251,0.6201781606933544
intel,3,1.025643268801519
laptop,18,0.7805208107685337
stereo,39,4.832305758571839
italiana,45,3.0405462893437836
bt5.0,48,3.9160150266976834
14,50,1.7412633052135227
8200,63,5.5254529391317835
2.6,71,5.5254529391317835
pro,110,1.1434263044579023
computer,121,0.6201781606933544
gruppo,121,5.5254529391317835
monitor,122,2.480930501408361
computer,127,0.6201781606933544
amazon,128,3.733693469903729
laptop,135,0.7805208107685337
pc,139,0.19273414586641485
rosa,155,4.426840650463674
viaggio,167,2.752864216892003
ribassato,170,5.5254529391317835
notebook,178,1.0145934326149337
speed,182,5.5254529391317835
precisione,182,5.5254529391317835
borsa,184,1.5001012483966345
probook,192,3.9160150266976834
pro,199,1.1434263044579023
custodia,200,2.229616073127455
mac,206,2.886395609516525
pc,211,0.19273414586641485
ampio,220,5.5254529391317835
plus,222,4.426840650463674
elitebook,226,3.3282283617955644
b1pro,241,5.5254529391317835
4870hq,242,5.5254529391317835
3452,247,5.5254529391317835
ssd,10,0.6579184886762015
display,11,1.7877833208484155
15,24,1.5742092205503564
wifi,57,1.7412633052135227
ssd,64,0.6579184886762015
g9,68,3.5795427900764705
pollici,75,1.0595448204772002
mesi,89,5.5254529391317835
3.4ghz,92,4.139158578011894
laptop,98,0.7805208107685337
qwerty,104,3.1275576663334133
core,109,1.4824016712972337
ghz,116,2.6350811812356194
1,128,2.6922395950755678
nero,150,1.6968115426426889
notebooks,151,5.5254529391317835
computer,155,0.6201781606933544
pollici,158,2.1190896409544004
materiali,171,5.5254529391317835
linux,179,5.5254529391317835
blu,181,3.446011397451948
a2338,183,5.5254529391317835
1,185,2.6922395950755678
naturale,191,5.5254529391317835
trasporto,194,4.832305758571839
tastiera,206,3.723782586004275
nero,216,1.6968115426426889
windows,236,1.4479154952260644
late,237,5.5254529391317835
2.8ghz,237,4.426840650463674
nero,248,1.6968115426426889
2.4,6,4.139158578011894
celeron,7,2.529720665577793
4600,19,5.5254529391317835
ssd,22,0.6579184886762015
11,40,1.276957697082425
notebook,48,1.0145934326149337
ufficio,48,2.529720665577793
stereo,59,4.832305758571839
15.6,96,1.8365734850178477
rj45,105,5.5254529391317835
windows,119,1.4479154952260644
porta,131,1.8618912930021374
vintage,133,4.832305758571839
ddr3,139,4.139158578011894
smartphone,163,4.832305758571839
antifurto,165,3.3282283617955644
cambi,186,5.5254529391317835
acer,189,3.2228678461377385
pc,192,0.19273414586641485
computer,209,0.6201781606933544
4,210,2.434410485773468
14,217,1.7412633052135227
felox,229,5.5254529391317835
2023,230,4.426840650463674
256gb,242,2.267356401110302
usb,245,1.3357981971053583
portabile,249,5.5254529391317835
notebook,5,1.0145934326149337
celeron,9,2.529720665577793
intel,17,2.051286537603038
hdmi,36,1.8365734850178477
desktop,37,1.8618912930021374
wifi,49,1.7412633052135227
ssd,56,0.6579184886762015
ram,67,0.8249725733393676
hp,69,1.4311083769096833
schermo,73,2.752864216892003
ram,81,0.8249725733393676
2.5ghz,95,4.832305758571839
fi,101,2.6350811812356194
sblocco,102,4.832305758571839
16t,105,5.5254529391317835
ddr4,120,2.0597170363320574
supporto,123,4.7799174464052685
ssd,135,1.315836977352403
mit,137,5.5254529391317835
basics,148,4.426840650463674
mm,169,4.832305758571839
11,179,1.276957697082425
ventilato,180,4.832305758571839
impermeabile,194,2.6350811812356194
2.31a,196,4.832305758571839
processore,215,2.817402738029574
win,215,2.1932484289565797
colore,216,3.733693469903729
110,229,5.5254529391317835
ram,231,0.8249725733393676
w10,234,3.446011397451948
windows,246,1.4479154952260644
ideale,251,5.5254529391317835
ufficio,251,2.529720665577793
8,1,2.5810139599653437
1,16,2.6922395950755678
windows,16,1.4479154952260644
laptop,23,0.7805208107685337
ssd,28,0.6579184886762015
uhd,33,2.886395609516525
pc,37,0.3854682917328297
3.6ghz,43,4.426840650463674
glare,46,4.426840650463674
display,79,1.7877833208484155
air,82,3.0405462893437836
256,88,3.3282283617955644
i7,98,2.347399108783838
small,131,5.5254529391317835
tablet,161,3.2228678461377385
uomo,164,2.3899587232026342
rinforzata,171,5.5254529391317835
unifying,172,5.5254529391317835
me,179,5.5254529391317835
ideapad,184,3.5795427900764705
neoprene,193,3.733693469903729
metri,206,4.832305758571839
ghz,207,2.6350811812356194
pro,230,1.1434263044579023
512gb,234,1.9701048776423702
emmc,15,3.3282283617955644
usb,17,1.3357981971053583
notebook,30,1.0145934326149337
attivo,31,5.5254529391317835
16gb,37,1.6134299337036377
tastiera,39,1.8618912930021374
ram,46,0.8249725733393676
203it,49,5.5254529391317835
1215u,49,4.832305758571839
2,61,1.9701048776423702
celeron,65,2.529720665577793
16,68,1.9990924145156226
book,69,5.5254529391317835
ssd,87,0.6579184886762015
rtx,89,4.139158578011894
game,89,5.5254529391317835
14,129,3.4825266104270454
iris,225,3.733693469903729
ram,237,0.8249725733393676
i7,242,2.347399108783838
15,247,1.5742092205503564
gb,1,2.6118904679113544
pc,4,0.19273414586641485
gb,16,2.6118904679113544
portatile,21,1.1392517630610464
128gb,27,3.3282283617955644
full,40,2.960503581670247
ssd,46,0.6579184886762015
ricondizionato,52,1.7642528234382215
pronto,71,2.434410485773468
incluso,76,3.9160150266976834
i7,97,2.347399108783838
desktop,107,1.8618912930021374
pacchetto,109,3.2228678461377385
11,112,1.276957697082425
rtx,115,4.139158578011894
viaggi,143,3.9160150266976834
pc,172,0.19273414586641485
zainolavoro,173,5.5254529391317835
15,178,3.148418441100713
xp,179,5.5254529391317835
nero,179,1.6968115426426889
hp,193,1.4311083769096833
4,207,2.434410485773468
nk,216,5.5254529391317835
dual,220,2.817402738029574
7,222,3.3282283617955644
macbook,226,2.229616073127455
gpu,230,4.832305758571839
4.2,235,3.5795427900764705
10p,246,5.5254529391317835
3459,247,5.5254529391317835
usb,3,1.3357981971053583
italiana,3,3.0405462893437836
wireless,5,2.6350811812356194
512gb,8,1.9701048776423702
ips,30,3.1275576663334133
ips,39,3.1275576663334133
portatile,52,0.5696258815305232
intel,67,1.025643268801519
pc,86,0.19273414586641485
core,93,1.4824016712972337
ita,94,4.426840650463674
super,97,4.426840650463674
i7,104,2.347399108783838
ram,107,0.8249725733393676
10,117,2.434410485773468
uscite,121,5.5254529391317835
marce,123,5.5254529391317835
vain,126,5.5254529391317835
schede,127,5.5254529391317835
computer,128,0.6201781606933544
porta,176,1.8618912930021374
unidirezionale,204,5.5254529391317835
borsa,222,1.5001012483966345
core,223,1.4824016712972337
bluetooth,248,2.752864216892003
16gb,2,1.6134299337036377
ram,10,0.8249725733393676
1235u,30,4.426840650463674
uso,31,2.347399108783838
fhd,32,2.1932484289565797
golook,38,5.5254529391317835
blu,65,3.446011397451948
intel,72,1.025643268801519
bluetooth,79,2.752864216892003
cpu,85,2.6922395950755678
16gb,90,1.6134299337036377
i7,94,2.347399108783838
elitedesk,110,5.5254529391317835
gps,118,5.5254529391317835
fhd,118,2.1932484289565797
wifi,137,1.7412633052135227
uomo,167,2.3899587232026342
and,168,3.9160150266976834
ii,170,5.5254529391317835
15.6,177,1.8365734850178477
2,185,1.9701048776423702
2,197,1.9701048776423702
oro,204,4.426840650463674
notebook,207,1.0145934326149337
8ghz,214,4.426840650463674
rom,220,3.733693469903729
ufficio,241,2.529720665577793
w11,5,3.5795427900764705
g9,11,3.5795427900764705
masterizzatore,19,4.139158578011894
notebook,20,1.0145934326149337
4,21,2.434410485773468
hdmi,28,1.8365734850178477
core,29,1.4824016712972337
tastiera,31,1.8618912930021374
computer,35,0.6201781606933544
lenovo,40,2.0914657346466377
portatile,42,0.5696258815305232
uso,42,2.347399108783838
vivobook,46,5.5254529391317835
f1504za,46,5.5254529391317835
ssd,47,0.6579184886762015
usb,59,1.3357981971053583
2.8,65,5.5254529391317835
fino,66,1.8618912930021374
ram,96,0.8249725733393676
pro,99,1.1434263044579023
home,103,2.5810139599653437
windows,112,1.4479154952260644
radeon,114,5.5254529391317835
0,119,5.5254529391317835
10,119,2.434410485773468
w11,120,3.5795427900764705
viaggio,152,2.752864216892003
scuola,187,2.817402738029574
tripolare,203,5.5254529391317835
macbook,210,2.229616073127455
monitor,215,2.480930501408361
glare,215,4.426840650463674
reversibile,217,4.426840650463674
computer,231,0.6201781606933544
desktop,231,1.8618912930021374
celeron,235,2.529720665577793
circumference,243,5.5254529391317835
alimentatore,244,4.139158578011894
3470,247,4.832305758571839
768,1,4.832305758571839
cpu,10,2.6922395950755678
1080,12,3.9160150266976834
n4500,15,2.886395609516525
16gb,28,1.6134299337036377
sistema,31,3.9160150266976834
1tb,38,2.229616073127455
6,40,1.4650099285853646
pc,45,0.19273414586641485
notebook,45,1.0145934326149337
ram,55,0.8249725733393676
11,61,1.276957697082425
15,67,1.5742092205503564
ghz,71,2.6350811812356194
w10,71,3.446011397451948
bt5,76,5.5254529391317835
notebook,78,2.0291868652298675
graphics,78,4.832305758571839
portatile,85,1.1392517630610464
display,93,1.7877833208484155
7200u,95,5.5254529391317835
alder,112,3.9160150266976834
i5,113,3.623761744854952
gb,115,1.3059452339556772
15,126,1.5742092205503564
universit,145,3.733693469903729
premium,150,4.426840650463674
pro,180,1.1434263044579023
pc,186,0.19273414586641485
samsung,199,3.446011397451948
ufficio,231,2.529720665577793
2,235,3.9402097552847404
fino,241,1.8618912930021374
wifi,241,1.7412633052135227
pc,2,0.3854682917328297
office,2,2.1242555574696285
12gb,6,4.426840650463674
to,6,3.733693469903729
15,7,1.5742092205503564
lenovo,25,2.0914657346466377
1920x1080,26,4.139158578011894
notebook,36,1.0145934326149337
pc,42,0.19273414586641485
argento,46,2.886395609516525
mezzanotte,47,5.5254529391317835
11,52,1.276957697082425
masterizzatore,54,4.139158578011894
win,57,2.1932484289565797
office,64,2.1242555574696285
ram,75,0.8249725733393676
250gb,75,5.5254529391317835
qwerty,81,3.1275576663334133
portatile,87,1.7088776445915697
notebook,88,1.0145934326149337
nuovo,96,4.426840650463674
500,96,5.5254529391317835
ram,98,0.8249725733393676
mini,105,3.829070052975119
7,105,3.3282283617955644
usb,144,1.3357981971053583
pu,155,5.5254529391317835
livelli,163,4.139158578011894
arys,169,5.5254529391317835
w,169,4.832305758571839
dispositivo,179,5.5254529391317835
borsa,183,1.5001012483966345
15,193,1.5742092205503564
portatile,201,0.5696258815305232
samsung,202,3.446011397451948
portatili,217,3.3282283617955644
portatile,222,0.5696258815305232
display,230,1.7877833208484155
hdmi,243,1.8365734850178477
vgp,244,5.5254529391317835
14,3,1.7412633052135227
uhd,17,2.886395609516525
ssd,19,0.6579184886762015
fino,23,1.8618912930021374
gaming,36,2.5810139599653437
versione,43,3.9160150266976834
2ghz,45,5.5254529391317835
elitebook,52,3.3282283617955644
celeron,60,2.529720665577793
756,61,4.832305758571839
ricondizionato,71,1.7642528234382215
13700h,73,4.832305758571839
14,75,1.7412633052135227
ram,82,0.8249725733393676
nipogi,92,4.139158578011894
10,95,2.434410485773468
processore,120,2.817402738029574
wifi,120,1.7412633052135227
arzopa,122,5.5254529391317835
casual,132,4.139158578011894
ddr4,140,2.0597170363320574
zaino,152,1.4479154952260644
nero,157,1.6968115426426889
arvok,194,5.5254529391317835
s145,195,5.5254529391317835
proiettore,204,5.5254529391317835
hdmi,239,3.6731469700356953
computer,241,0.6201781606933544
5551,247,5.5254529391317835
windows,7,1.4479154952260644
ram,16,0.8249725733393676
doppio,23,4.426840650463674
5,24,2.6922395950755678
computer,36,0.6201781606933544
core,52,1.4824016712972337
asus,86,3.0405462893437836
4gb,139,3.446011397451948
portatile,145,0.5696258815305232
air,151,3.0405462893437836
17,164,2.886395609516525
wireless,170,2.6350811812356194
custodia,193,2.229616073127455
macbook,197,4.45923214625491
m2,202,3.3282283617955644
nero,215,1.6968115426426889
supporto,216,2.3899587232026342
usb,218,1.3357981971053583
wlan,235,5.5254529391317835
impermeabile,238,2.6350811812356194
6,250,1.4650099285853646
na0000sl,15,5.5254529391317835
portatile,16,0.5696258815305232
2.0-3,19,5.5254529391317835
pc,20,0.19273414586641485
ips,48,3.1275576663334133
gb,50,2.6118904679113544
windows,59,1.4479154952260644
1tb,74,2.229616073127455
sshd,85,5.5254529391317835
ram,97,0.8249725733393676
ghz,105,2.6350811812356194
blade,115,5.5254529391317835
wifi,140,1.7412633052135227
usb,140,1.3357981971053583
rete,147,5.5254529391317835
laptop,150,2.3415624323056012
zaino,157,7.239577476130322
pollici,164,1.0595448204772002
255,190,4.832305758571839
supporto,208,2.3899587232026342
ram,214,0.8249725733393676
pc,219,0.3854682917328297
sim,220,5.5254529391317835
ips,221,3.1275576663334133
monitor,221,2.480930501408361
hp,232,1.4311083769096833
x,1,2.480930501408361
hp,2,1.4311083769096833
2.8ghz,13,4.426840650463674
i3,25,3.5795427900764705
1080,28,3.9160150266976834
fi,30,2.6350811812356194
programmi,31,5.5254529391317835
fino,45,1.8618912930021374
cd,51,4.426840650463674
8k,73,5.5254529391317835
display,95,1.7877833208484155
port,101,3.9160150266976834
240hz,115,5.5254529391317835
borsa,126,1.5001012483966345
pollici,145,1.0595448204772002
plastica,161,5.5254529391317835
42,169,5.5254529391317835
m705,172,5.5254529391317835
3,172,2.0914657346466377
gaming,182,2.5810139599653437
tondi,188,5.5254529391317835
laptop,193,0.7805208107685337
and,221,3.9160150266976834
11,12,1.276957697082425
4570,37,4.832305758571839
hd,40,2.15815710914531
1,44,5.3844791901511355
blue,50,4.832305758571839
ssd,51,0.6579184886762015
15.6,61,1.8365734850178477
ram,68,0.8249725733393676
ram,77,0.8249725733393676
